TÁCTICA;Técnica;ID;Táctica Adicional;Implementada;Subtécnica;ID;Técnicas Adicionales;Detectable por Red;Sólo Detectable por Red;Detectable mediante patrones;Mecanismo de detección;Implementada
Persistence;Scheduled Task/Job;T1053;Privilege Escalation, Execution;NO;Cron;T1053.003;-;NO;NO;-;-;NO
Persistence;Scheduled Task/Job;T1053;Privilege Escalation, Execution;NO;Scheduled Task;T1053.005;-;SI;NO;-;-;NO
Persistence;Scheduled Task/Job;T1053;Privilege Escalation, Execution;NO;Systemd Timers;T1053.006;-;NO;NO;-;-;NO
Persistence;Scheduled Task/Job;T1053;Privilege Escalation, Execution;NO;Container Orchestration Job;T1053.007;-;NO;NO;-;-;NO
Persistence;Server Software Component;T1505;-;SI;SQL Stored Procedures;T1505.001;-;NO;NO;NO, salvo uso de reglas personalizadas o circunstancias concretas del ataque;"Regla genérica que detecte en la petición ""%27"" que indica la representacion de comillas simples";SI
Persistence;Server Software Component;T1505;-;SI;Transport Agent;T1505.002;-;NO;NO;-;-;NO
Persistence;Server Software Component;T1505;-;SI;Web Shell;T1505.003;-;SI;NO;SI;Regla genérica que detecta el intento de escaneo para comprobar la existencia de backdoor.;SI
Persistence;Server Software Component;T1505;-;SI;IIS Components;T1505.004;-;NO;NO;-;-;NO
Persistence;Server Software Component;T1505;-;SI;Terminal Service DLL;T1505.005;-;NO;NO;-;-;NO
Persistence;Traffic Signaling;T1205;Defense Evasion, Command and Control;SI;Port Knocking;T1205.001;-;SI;NO;NO;Deteccion por anomalias;SI
Persistence;Traffic Signaling;T1205;Defense Evasion, Command and Control;SI;Socket Filters;T1205.002;-;SI;NO;-;-;NO
Persistence;Valid Accounts;T1078;Defense Evasion,Initial Access,Privilege Escalation;NO;Default Accounts;T1078.001;-;NO;NO;-;-;NO
Persistence;Valid Accounts;T1078;Defense Evasion,Initial Access,Privilege Escalation;NO;Domain Accounts;T1078.002;-;NO;NO;-;-;NO
Persistence;Valid Accounts;T1078;Defense Evasion,Initial Access,Privilege Escalation;NO;Local Accounts;T1078.003;-;NO;NO;-;-;NO
Persistence;Valid Accounts;T1078;Defense Evasion,Initial Access,Privilege Escalation;NO;Cloud Accounts;T1078.004;-;NO;NO;-;-;NO
Privilege Escalation;Abuse Elevation Control Mechanism;T1548;Defense Evasion;NO;Setuid and Setgid;T1548.001;-;NO;NO;-;-;NO
Privilege Escalation;Abuse Elevation Control Mechanism;T1548;Defense Evasion;NO;Bypass User Account Control;T1548.002;-;NO;NO;-;-;NO
Privilege Escalation;Abuse Elevation Control Mechanism;T1548;Defense Evasion;NO;Sudo and Sudo Caching;T1548.003;-;NO;NO;-;-;NO
Privilege Escalation;Abuse Elevation Control Mechanism;T1548;Defense Evasion;NO;Elevated Execution with Prompt;T1548.004;-;NO;NO;-;-;NO
Privilege Escalation;Abuse Elevation Control Mechanism;T1548;Defense Evasion;NO;Temporary Elevated Cloud Access;T1548.005;-;NO;NO;-;-;NO
Privilege Escalation;Abuse Elevation Control Mechanism;T1548;Defense Evasion;NO;TCC Manipulation;T1548.006;-;NO;NO;-;-;NO
Privilege Escalation;Access Token Manipulation;T1134;Defense Evasion;NO;Token Impersonation / Theft;T1134.001;-;NO;NO;-;-;NO
Privilege Escalation;Access Token Manipulation;T1134;Defense Evasion;NO;Create Process with Token;T1134.002;-;NO;NO;-;-;NO
Privilege Escalation;Access Token Manipulation;T1134;Defense Evasion;NO;Make and Impersonate Token;T1134.003;-;NO;NO;-;-;NO
Privilege Escalation;Access Token Manipulation;T1134;Defense Evasion;NO;Parent PID Spoofing;T1134.004;-;NO;NO;-;-;NO
Privilege Escalation;Access Token Manipulation;T1134;Defense Evasion;NO;SID-History Injection;T1134.005;-;NO;NO;-;-;NO
Privilege Escalation;Account Manipulation;T1098;Persistence;NO;Additional Cloud Credentials;T1098.001;-;NO;NO;-;-;NO
Privilege Escalation;Account Manipulation;T1098;Persistence;NO;Additional Email Delegate Permissions;T1098.002;-;NO;NO;-;-;NO
Privilege Escalation;Account Manipulation;T1098;Persistence;NO;Additional Cloud Roles;T1098.003;-;NO;NO;-;-;NO
Privilege Escalation;Account Manipulation;T1098;Persistence;NO;SSH Authorized Keys;T1098.004;-;NO;NO;-;-;NO
Privilege Escalation;Account Manipulation;T1098;Persistence;NO;Device Registration;T1098.005;-;NO;NO;-;-;NO
Privilege Escalation;Account Manipulation;T1098;Persistence;NO;Additional Container Cluster Roles;T1098.006;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;Registry Run Keys / Startup Folder;T1547.001;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;Authentication Package;T1547.002;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;Time Providers;T1547.003;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;Winlogon Helper DLL;T1547.004;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;Security Support Provider;T1547.005;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;Kernel Modules and Extensions;T1547.006;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;Re-opened Applications;T1547.007;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;LSASS Driver;T1547.008;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;Shortcut Modification;T1547.009;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;Port Monitors;T1547.010;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;Print Processors;T1547.012;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;XDG Autostart Entries;T1547.013;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;Active Setup;T1547.014;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Autostart Execution;T1547;Persistence;NO;Login Items;T1547.015;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Initialization Scripts;T1037;Persistence;NO;Logon Script (Windows);T1037.001;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Initialization Scripts;T1037;Persistence;NO;Login Hook;T1037.002;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Initialization Scripts;T1037;Persistence;NO;Network Logon Script;T1037.003;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Initialization Scripts;T1037;Persistence;NO;RC Scripts;T1037.004;-;NO;NO;-;-;NO
Privilege Escalation;Boot or Logon Initialization Scripts;T1037;Persistence;NO;Startup Items;T1037.005;-;NO;NO;-;-;NO
Privilege Escalation;Escape to Host;T1611;-;NO;-;-;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Change Default File Association;T1546.001;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Screensaver;T1546.002;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Windows Management Instrumentation Event Subscription;T1546.003;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Unix Shell Configuration Modification;T1546.004;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Trap;T1546.005;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;LC_LOAD_DYLIB Addition;T1546.006;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Netsh Helper DLL;T1546.007;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Accessibilty features;T1546.008;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;AppCert DLLs;T1546.009;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;AppInit DLLs;T1546.010;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Application Shimming;T1546.011;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Image File Execution Options Injection;T1546.012;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Powershell Profile;T1546.013;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Emond;T1546.014;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Component Object Model Hijacking;T1546.015;-;NO;NO;-;-;NO
Privilege Escalation;Event Triggered Execution;T1546;Persistence;NO;Installer Packages;T1546.016;-;NO;NO;-;-;NO
Privilege Escalation;Exploitation for Privilege Escalation;T1068;-;NO;-;-;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;DLL Search Order Hijacking;T1574.001;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;DLL Side-Loading;T1574.002;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;Dyñib Hijacking;T1574.003;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;Executable Installer File Permissions Weakness;T1574.004;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;Dynamic Linker Hijacking;T1574.005;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;Path Interception by PATH Environment Variable;T1574.006;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;Path Interception by Search Order Hijacking;T1574.007;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;Path Interception by Unquoted Path;T1574.008;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;Services File Permissions Weakness;T1574.009;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;Services Registry Permissions Weakness;T1574.010;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;COR_PROFILER;T1574.011;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;KernelCallbackTable;T1574.012;-;NO;NO;-;-;NO
Privilege Escalation;Hijack Execution Flow;T1574;Persistence, Defense Evasion;NO;AppDomainManager;T1574.013;-;NO;NO;-;-;NO
Privilege Escalation;Process Injection;T1055;Defense Evasion;NO;Dynamic-link Library Injection;T1055.001;-;NO;NO;-;-;NO
Privilege Escalation;Process Injection;T1055;Defense Evasion;NO;Portable Executable Injection;T1055.002;-;NO;NO;-;-;NO
Privilege Escalation;Process Injection;T1055;Defense Evasion;NO;Thread Execution Hijacking;T1055.003;-;NO;NO;-;-;NO
Privilege Escalation;Process Injection;T1055;Defense Evasion;NO;Asynchronous Procedure Call;T1055.004;-;NO;NO;-;-;NO
Privilege Escalation;Process Injection;T1055;Defense Evasion;NO;Thread Local Storage;T1055.005;--;NO;NO;-;-;NO
Privilege Escalation;Process Injection;T1055;Defense Evasion;NO;Ptrace System Calls;T1055.008;-;NO;NO;-;-;NO
Privilege Escalation;Process Injection;T1055;Defense Evasion;NO;Proc Memory;T1055.009;-;NO;NO;-;-;NO
Privilege Escalation;Process Injection;T1055;Defense Evasion;NO;Extra Window Memory Injection;T1055.011;-;NO;NO;-;-;NO
Privilege Escalation;Process Injection;T1055;Defense Evasion;NO;Process Hollowing;T1055.012;-;NO;NO;-;-;NO
Privilege Escalation;Process Injection;T1055;Defense Evasion;NO;Process Doppelgänging;T1055.013;-;NO;NO;-;-;NO
Privilege Escalation;Process Injection;T1055;Defense Evasion;NO;VDSO Hijacking;T1055.014;-;NO;NO;-;-;NO
Privilege Escalation;Process Injection;T1055;Defense Evasion;NO;ListPlanting;T1055.015;-;NO;NO;-;-;NO
Privilege Escalation;Scheduled Task/Job;T1053;Persistence, Execution;NO;At;T1053.002;-;NO;NO;-;-;NO
Privilege Escalation;Scheduled Task/Job;T1053;Persistence, Execution;NO;Cron;T1053.003;-;NO;NO;-;-;NO
Privilege Escalation;Scheduled Task/Job;T1053;Persistence, Execution;NO;Scheduled Task;T1053.005;-;NO;NO;-;-;NO
Privilege Escalation;Scheduled Task/Job;T1053;Persistence, Execution;NO;Systemd Timers;T1053.006;-;NO;NO;-;-;NO
Privilege Escalation;Scheduled Task/Job;T1053;Persistence, Execution;NO;Container Orchestration Job;T1053.007;-;NO;NO;-;-;NO
Privilege Escalation;Valid Accounts;T1078;Defense Evasion,Persistence, Initial Access;NO;Default Accounts;T1078.001;-;NO;NO;-;-;NO
Privilege Escalation;Valid Accounts;T1078;Defense Evasion,Persistence, Initial Access;NO;Domain Accounts;T1078.002;-;NO;NO;-;-;NO
Privilege Escalation;Valid Accounts;T1078;Defense Evasion,Persistence, Initial Access;NO;Local Accounts;T1078.003;-;NO;NO;-;-;NO
Privilege Escalation;Valid Accounts;T1078;Defense Evasion,Persistence, Initial Access;NO;Cloud Accounts;T1078.004;-;NO;NO;-;-;NO
Defense Evasion;Abuse Elevation Control Mechanism;T1548;Privilege Escalation;NO;Setuid and Setgid;T1548.001;;NO;NO;-;-;NO
Defense Evasion;Abuse Elevation Control Mechanism;T1548;Privilege Escalation;NO;Bypass User Account Control;T1548.002;;NO;NO;-;-;NO
Defense Evasion;Abuse Elevation Control Mechanism;T1548;Privilege Escalation;NO;Sudo and Sudo Caching;T1548.003;;NO;NO;-;-;NO
Defense Evasion;Abuse Elevation Control Mechanism;T1548;Privilege Escalation;NO;Elevated Execution with Prompt;T1548.004;;NO;NO;-;-;NO
Defense Evasion;Abuse Elevation Control Mechanism;T1548;Privilege Escalation;NO;Temporary Elevated Cloud Access;T1548.005;;NO;NO;-;-;NO
Defense Evasion;Abuse Elevation Control Mechanism;T1548;Privilege Escalation;NO;TCC Manipulation;T1548.006;;NO;NO;-;-;NO
Defense Evasion;Access Token Manipulation;T1134;Privilege Escalation;NO;Token Impersonation / Theft;T1134.001;;NO;NO;-;-;NO
Defense Evasion;Access Token Manipulation;T1134;Privilege Escalation;NO;Create Process with Token;T1134.002;;NO;NO;-;-;NO
Defense Evasion;Access Token Manipulation;T1134;Privilege Escalation;NO;Make and Impersonate Token;T1134.003;;NO;NO;-;-;NO
Defense Evasion;Access Token Manipulation;T1134;Privilege Escalation;NO;Parent PID Spoofing;T1134.004;;NO;NO;-;-;NO
Defense Evasion;Access Token Manipulation;T1134;Privilege Escalation;NO;SID-History Injection;T1134.005;;NO;NO;-;-;NO
Defense Evasion;BITS Jobs;T1197;Persistence;SI;-;-;-;SI;NO;SI;Regla genérica que detecte paquetes SMB desde un orígen a un destino/servidor;SI
Defense Evasion;Build Image on Host;T1612;-;SI;-;-;-;SI;NO;SI;Regla genérica que detecte descargas de contenedores mediante Docker API;SI
Defense Evasion;Debugger Evasion;T1622;Discovery;NO;-;-;-;NO;NO;-;-;NO
Defense Evasion;Deobfuscate/Decode Files or Information;T1140;-;NO;-;-;-;NO;NO;-;-;NO
Defense Evasion;Deploy Container;T1610;Execution;NO;-;-;-;NO;NO;-;-;NO
Defense Evasion;Direct Volume Access;T1006;-;NO;-;-;-;NO;NO;-;-;NO
Defense Evasion;Domain or Tenant Policy Modification;T1484;Privilege Escalation;NO;Group Policy Modification;T1484.001;-;NO;NO;-;-;NO
Defense Evasion;Domain or Tenant Policy Modification;T1484;Privilege Escalation;NO;Trust Modification;T1484.002;-;NO;NO;-;-;NO
Defense Evasion;Execution Guardrails;T1480;-;NO;Environmental Keying;T1480;-;NO;NO;-;-;NO
Defense Evasion;Exploitation for Defense Evasion;T1211;-;NO;-;-;-;NO;NO;-;-;NO
Defense Evasion;File and Directory Permissions Modification;T1222;-;NO;Windows File and Directory Permissions Modification;T1222.001;-;NO;NO;-;-;NO
Defense Evasion;File and Directory Permissions Modification;T1222;-;NO;Linux and Mac File and Directory Permissions Modification;T1222.002;-;NO;NO;-;-;NO
Defense Evasion;Hide Artifacts;T1564;-;NO;Hidden Files and Directories;T1564.001;-;NO;NO;-;-;NO
Defense Evasion;Hide Artifacts;T1564;-;NO;Hidden Users;T1564.002;-;NO;NO;-;-;NO
Defense Evasion;Hide Artifacts;T1564;-;NO;Hidden Window;T1564.003;-;NO;NO;-;-;NO
Defense Evasion;Hide Artifacts;T1564;-;NO;NTFS File Attributes;T1564.004;-;NO;NO;-;-;NO
Defense Evasion;Hide Artifacts;T1564;-;NO;Hidden File System;T1564.005;-;NO;NO;-;-;NO
Defense Evasion;Hide Artifacts;T1564;-;NO;Run Virtual Instance;T1564.006;-;NO;NO;-;-;NO
Defense Evasion;Hide Artifacts;T1564;-;NO;VBA Stomping;T1564.007;-;NO;NO;-;-;NO
Defense Evasion;Hide Artifacts;T1564;-;NO;Email Hiding Rules;T1564.008;-;NO;NO;-;-;NO
Defense Evasion;Hide Artifacts;T1564;-;NO;Resource Forking;T1564.009;-;NO;NO;-;-;NO
Defense Evasion;Hide Artifacts;T1564;-;NO;Process Argument Spoofing;T1564.010;-;NO;NO;-;-;NO
Defense Evasion;Hide Artifacts;T1564;-;NO;Ignore Process Interrupts;T1564.011;-;NO;NO;-;-;NO
Defense Evasion;Hide Artifacts;T1564;-;NO;File/Path Exclusions;T1564.012;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;DLL Search Order Hijacking;T1574.001;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;DLL Side-Loading;T1574.002;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;Dyñib Hijacking;T1574.003;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;Executable Installer File Permissions Weakness;T1574.004;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;Dynamic Linker Hijacking;T1574.005;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;Path Interception by PATH Environment Variable;T1574.006;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;Path Interception by Search Order Hijacking;T1574.007;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;Path Interception by Unquoted Path;T1574.008;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;Services File Permissions Weakness;T1574.009;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;Services Registry Permissions Weakness;T1574.010;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;COR_PROFILER;T1574.011;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;KernelCallbackTable;T1574.012;-;NO;NO;-;-;NO
Defense Evasion;Hijack Execution Flow;T1574;Persistence, Privilege Escalation;NO;AppDomainManager;T1574.013;-;NO;NO;-;-;NO
Defense Evasion;Impair Defenses;T1562;-;NO;Disable or Modify Tools;T1562.001;-;NO;NO;-;-;NO
Defense Evasion;Impair Defenses;T1562;-;NO;Disable Windows Event Logging;T1562.002;-;NO;NO;-;-;NO
Defense Evasion;Impair Defenses;T1562;-;NO;Impair Command History Logging;T1562.003;-;NO;NO;-;-;NO
Defense Evasion;Impair Defenses;T1562;-;NO;Disable or Modify System Firewall;T1562.004;-;NO;NO;-;-;NO
Defense Evasion;Impair Defenses;T1562;-;NO;Indicator Blocking;T1562.006;-;NO;NO;-;-;NO
Defense Evasion;Impair Defenses;T1562;-;NO;Disable or Modify Cloud Firewall;T1562.007;-;NO;NO;-;-;NO
Defense Evasion;Impair Defenses;T1562;-;NO;Disable or Modify Cloud Logs;T1562.008;-;NO;NO;-;-;NO
Defense Evasion;Impair Defenses;T1562;-;NO;Safe Mode Boot;T1562.009;-;NO;NO;-;-;NO
Defense Evasion;Impair Defenses;T1562;-;NO;Downgrade Attack;T1562.010;-;NO;NO;-;-;NO
Defense Evasion;Impair Defenses;T1562;-;NO;Spoof Security Alerting;T1562.011;-;NO;NO;-;-;NO
Defense Evasion;Impair Defenses;T1562;-;NO;Disable or Modify Linux Audit System;T1562.012;-;NO;NO;-;-;NO
Defense Evasion;Indicator Removal;T1070;-;SI;Clear Windows Event Logs;T1070.001;-;NO;NO;-;-;NO
Defense Evasion;Indicator Removal;T1070;-;SI;Clear Linux or Mac System Logs;T1070.002;-;NO;NO;-;-;NO
Defense Evasion;Indicator Removal;T1070;-;SI;Clear Command History;T1070.003;-;NO;NO;-;-;NO
Defense Evasion;Indicator Removal;T1070;-;SI;File Deletion;T1070.004;-;NO;NO;-;-;NO
Defense Evasion;Indicator Removal;T1070;-;SI;Network Share Connection Removal;T1070.005;-;SI;NO;NO;Detección por anomalías, desconexión repentina de una dirección de varios recursos compartidos;SI
Defense Evasion;Indicator Removal;T1070;-;SI;Timestomp;T1070.006;-;NO;NO;-;-;NO
Defense Evasion;Indicator Removal;T1070;-;SI;Clear Network Connection History and Configurations;T1070.007;-;NO;NO;-;-;NO
Defense Evasion;Indicator Removal;T1070;-;SI;Clear Mailbox Data;T1070.008;-;NO;NO;-;-;NO
Defense Evasion;Indicator Removal;T1070;-;SI;Clear Persistence;T1070.009;-;NO;NO;-;-;NO
Defense Evasion;Impersonation;T1656;-;NO;-;-;-;NO;NO;-;-;NO
Defense Evasion;Indirect Command Execution;T1202;-;NO;-;-;-;NO;NO;-;-;NO
Defense Evasion;Masquerading;T1036;-;NO;Invalid Code Signature;T1036.001;;NO;NO;-;-;NO
Defense Evasion;Masquerading;T1036;-;NO;Right-to-Left Override;T1036.002;-;NO;NO;-;-;NO
Defense Evasion;Masquerading;T1036;-;NO;Rename System Utilities;T1036.003;-;NO;NO;-;-;NO
Defense Evasion;Masquerading;T1036;-;NO;Masquerade Task or Service;T1036.004;-;NO;NO;-;-;NO
Defense Evasion;Masquerading;T1036;-;NO;Match Legitimate Name or Location;T1036.005;-;NO;NO;-;-;NO
Defense Evasion;Masquerading;T1036;-;NO;Space after Filename;T1036.006;-;NO;NO;-;-;NO
Defense Evasion;Masquerading;T1036;-;NO;Double File Extension;T1036.007;-;NO;NO;-;-;NO
Defense Evasion;Masquerading;T1036;-;NO;Masquerade File Type;T1036.008;-;NO;NO;-;-;NO
Defense Evasion;Masquerading;T1036;-;NO;Break Process Trees;T1036.009;-;NO;NO;-;-;NO
Defense Evasion;Modify Authentication Process;T1556;Credential Access, Persistence;NO;Domain Controller Authentication;T1556.001;-;NO;NO;-;-;NO
Defense Evasion;Modify Authentication Process;T1556;Credential Access, Persistence;NO;Password Filter DLL;T1556.002;-;NO;NO;-;-;NO
Defense Evasion;Modify Authentication Process;T1556;Credential Access, Persistence;NO;Pluggable Authentication Modules;T1556.003;-;NO;NO;-;-;NO
Defense Evasion;Modify Authentication Process;T1556;Credential Access, Persistence;NO;Network Device Authentication;T1556.004;-;NO;NO;-;-;NO
Defense Evasion;Modify Authentication Process;T1556;Credential Access, Persistence;NO;Reversible Encryption;T1556.005;-;NO;NO;-;--;NO
Defense Evasion;Modify Authentication Process;T1556;Credential Access, Persistence;NO;Multi-Factor Authentication;T1556.006;-;NO;NO;-;-;NO
Defense Evasion;Modify Authentication Process;T1556;Credential Access, Persistence;NO;Hybrid Identity;T1556.007;-;NO;NO;-;-;NO
Defense Evasion;Modify Authentication Process;T1556;Credential Access, Persistence;NO;Network Provider DLL;T1556.008;-;NO;NO;-;-;NO
Defense Evasion;Modify Authentication Process;T1556;Credential Access, Persistence;NO;Conditional Access Policies;T1556.009;-;NO;NO;-;-;NO
Defense Evasion;Modify Cloud Compute Infrastructure;T1578;-;NO;Create Snapshot;T1578.001;-;NO;NO;-;-;NO
Defense Evasion;Modify Cloud Compute Infrastructure;T1578;-;NO;Create Cloud Instance;T1578.002;-;NO;NO;-;-;NO
Defense Evasion;Modify Cloud Compute Infrastructure;T1578;-;NO;Delete Cloud Instance;T1578.003;-;NO;NO;-;-;NO
Defense Evasion;Modify Cloud Compute Infrastructure;T1578;-;NO;Revert Cloud Instance;T1578.004;-;NO;NO;-;-;NO
Defense Evasion;Modify Cloud Compute Infrastructure;T1578;-;NO;Modify Cloud Compute Configurations;T1578.005;-;NO;NO;-;-;NO
Defense Evasion;Modify Registry;T1112;-;SI;-;-;-;SI;NO;SI;Regla que detecte el envío de mensajes con protocolo WINREG o Remote Registry Service;SI
Defense Evasion;Modify System Image;T1601;-;NO;Patch System Image;T1601.001;-;NO;NO;-;-;NO
Defense Evasion;Modify System Image;T1601;-;NO;Downgrade System Image;T1601.002;-;NO;NO;-;-;NO
Defense Evasion;Network Boundary Bridging;T1599;-;SI;Network Address Translation Transversal;T1599.001;-;SI;SI;NO;Detección por anomalías;SI
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;Binary Padding;T1027.001;-;NO;NO;-;-;NO
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;Software Packing;T1027.002;-;NO;NO;-;-;NO
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;Steganography;T1027.003;-;NO;NO;-;-;NO
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;Compile After Delivery;T1027.004;-;NO;NO;-;-;NO
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;Indicator Removal From Tools;T1027.005;-;NO;NO;-;-;NO
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;HTML Smuggling;T1027.006;-;NO;NO;-;-;NO
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;Dynamic API Resolution;T1027.007;-;NO;NO;-;-;NO
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;Stripped Payloads;T1027.008;-;NO;NO;-;--;NO
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;Embedded Payloads;T1027.009;-;NO;NO;-;-;NO
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;Command Obfuscation;T1027.010;-;NO;NO;-;-;NO
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;Fileless Storage;T1027.011;-;NO;NO;-;-;NO
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;LNK Icon Smuggling;T1027.012;-;NO;NO;-;-;NO
Defense Evasion;Obfuscated Files or Information;T1027;-;NO;Encrypted/Encoded File;T1027.013;-;NO;NO;-;-;NO
Defense Evasion;Plist File Modification;T1647;-;NO;-;-;-;NO;NO;-;-;NO
Defense Evasion;Pre-OS Boot;T1542;Persistence;SI;System Firmware;T1542.001;-;NO;NO;-;-;NO
Defense Evasion;Pre-OS Boot;T1542;Persistence;SI;Component Firmware;T1542.002;-;NO;NO;-;-;NO
Defense Evasion;Pre-OS Boot;T1542;Persistence;SI;Bootkit;T1542.003;-;NO;NO;-;-;NO
Defense Evasion;Pre-OS Boot;T1542;Persistence;SI;ROMMONkit;T1542.004;-;NO;NO;-;-;NO
Defense Evasion;Pre-OS Boot;T1542;Persistence;SI;TFTP Boot;T1542.005;-;SI;NO;NO;-;SI
